5. July 2017 | 00:48:09 | 0 temporary bans have been loaded.
5. July 2017 | 00:48:09 | 0 whitelist entries have been loaded.
5. July 2017 | 00:48:09 | 5 blacklist entries have been loaded.
5. July 2017 | 00:48:09 | 41 bad words have been loaded.
5. July 2017 | 00:48:09 | 4 forbidden weapons have been loaded.
5. July 2017 | 00:48:09 | JunkBuster has been configurated.
5. July 2017 | 00:48:09 | JunkBuster (v11) has successfully been loaded.
7. July 2017 | 02:18:38 | Loading JunkBuster...
7. July 2017 | 02:18:38 | Current JunkBuster configuration: 
7. July 2017 | 02:18:38 | - WeaponHack = 1
7. July 2017 | 02:18:38 | - MoneyHack = 1
7. July 2017 | 02:18:38 | - Jetpack = 0
7. July 2017 | 02:18:38 | - HealthHack = 1
7. July 2017 | 02:18:38 | - ArmourHack = 1
7. July 2017 | 02:18:38 | - DriveBy = 3
